App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size1,,
Call Blocker,BUSINESS,4.6,188841,3.2M,5000000,Free,0,Everyone,Business,21-06-2018,1.1.13,4.0 and up,3.2M,,
Plugin:AOT v5.0,BUSINESS,3.1,4034,23k,100000,Free,0,Everyone,Business,11-09-2015,3.0.1.11 (Build 311),2.2 and up,23k,,
Kariyer.net,BUSINESS,3.9,45964,16M,1000000,Free,0,Everyone,Business,18-07-2018,5.1.5,4.1 and up,16M,,
Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14M,1000000,Free,0,Everyone,Business,10-07-2018,2.3.6,4.1 and up,14M,,
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11M,5000000,Free,0,Everyone,Business,02-08-2018,12.2.4,4.0 and up,11M,,
ViettelPost express delivery,BUSINESS,4.4,1225,25M,100000,Free,0,Everyone,Business,01-08-2018,1.0.6.8,4.1 and up,25M,,
MyASUS - Service Center,BUSINESS,4.4,380837,7.3M,10000000,Free,0,Everyone,Business,04-07-2018,3.4.5,4.2 and up,7.3M,,
Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5M,1000000,Free,0,Everyone,Business,01-08-2018,2.5.6,4.0 and up,6.5M,,
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25M,1000000,Free,0,Everyone,Business,27-07-2018,1.12.5,4.0 and up,25M,,
Myanmar 2D/3D,BUSINESS,4.6,822,3.1M,100000,Free,0,Everyone,Business,08-06-2018,1.5,4.0.3 and up,3.1M,,
sABN,BUSINESS,4.4,2287,1.5M,1000000,Free,0,Everyone,Business,26-03-2018,4.9,2.2 and up,1.5M,,
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5M,100000,Free,0,Everyone,Business,24-07-2018,0.9.4,4.0.3 and up,7.5M,,
Secure Folder,BUSINESS,3.8,14760,8.6M,50000000,Free,0,Everyone,Business,31-01-2018,1.1.07.6,7.0 and up,8.6M,,
Y! Mobile menu,BUSINESS,0,9,1.2M,100000,Free,0,Everyone,Business,09-04-2018,1.0.5,6.0 and up,1.2M,,
Cisco Webex Meetings,BUSINESS,4.4,108741,28M,10000000,Free,0,Everyone,Business,20-07-2018,11.1.0,4.3 and up,28M,,
ScreenMeet. Easy Phone Meeting,BUSINESS,4,624,9.0M,100000,Free,0,Everyone,Business,22-03-2018,1.2.287,5.0 and up,9.0M,,
Cisco Webex Teams,BUSINESS,4.2,1661,46M,100000,Free,0,Everyone,Business,02-08-2018,3.0.4651,4.4 and up,46M,,
Start Meeting,BUSINESS,4.1,308,14M,50000,Free,0,Everyone,Business,29-05-2018,3.1.4.0,4.0.3 and up,14M,,
ClickMeeting Webinars,BUSINESS,3.8,5211,26M,1000000,Free,0,Everyone,Business,30-07-2018,3.3.0,4.0 and up,26M,,
BlueJeans for Android,BUSINESS,3.9,1058,23M,500000,Free,0,Everyone,Business,29-06-2018,2.22.397,5.0 and up,23M,,
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35M,100000000,Free,0,Everyone,Business,02-08-2018,9.7.14188,4.1 and up,35M,,
Verify - Receipts & Expenses,BUSINESS,4.5,413,29M,10000,Free,0,Everyone,Business,25-07-2018,2.0.19,5.0 and up,29M,,
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9M,500000,Free,0,Adults only 18+,Comics,04-07-2018,1.1.7.0,4.1 and up,4.9M,,
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27M,1000000,Free,0,Teen,Comics,23-07-2018,2.11.3,4.1 and up,27M,,
Röhrich Werner Soundboard,COMICS,4.7,2249,32M,500000,Free,0,Everyone,Comics,16-11-2017,1.08,4.0.3 and up,32M,,
Unicorn Pokez - Color By Number,COMICS,4.8,516,12M,50000,Free,0,Everyone,Comics;Creativity,03-08-2018,1.0.6,4.4 and up,12M,,
MangaToon - Comics updated Daily,COMICS,3.9,834,15M,50000,Free,0,Mature 17+,Comics,01-08-2018,1.0.8,4.1 and up,15M,,
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11M,50000,Free,0,Mature 17+,Comics,07-07-2018,1.5,4.1 and up,11M,,
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28M,1000000,Free,0,Teen,Comics,09-07-2018,3.4.3_world,5.0 and up,28M,,
Manga - read Thai translation,COMICS,4.6,302,2.2M,10000,Free,0,Teen,Comics,03-07-2018,1,4.0 and up,2.2M,,
The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4M,10000,Free,0,Everyone,Comics,27-12-2017,1,2.3 and up,3.4M,,
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3M,10000,Free,0,Everyone,Comics,23-07-2018,1.9,4.0.3 and up,8.3M,,
Funny Jokes Photos,COMICS,4.4,39,4.3M,10000,Free,0,Everyone 10+,Comics,03-07-2018,1.1,4.2 and up,4.3M,,
Truy?n Vui Tý Qu?y,COMICS,4.5,144,4.7M,10000,Free,0,Everyone,Comics,19-07-2018,3,4.0.3 and up,4.7M,,
Comic Es - Shojo manga / love comics free of charge ? ?,COMICS,3.9,2181,10M,100000,Free,0,Teen,Comics,05-03-2018,1.2.12,4.0.3 and up,10M,,
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15M,5000000,Free,0,Teen,Comics,03-07-2018,6.3.0,4.0.3 and up,15M,,
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1M,100000,Free,0,Mature 17+,Comics,18-05-2018,1,4.0.3 and up,7.1M,,
"?? Comics - Manga,Novel and Stories",COMICS,4.1,12088,21M,1000000,Free,0,Mature 17+,Comics,06-07-2018,2.3.1,4.0.3 and up,21M,,
Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1M,100000,Free,0,Everyone,Comics,23-05-2018,3.1.0,4.1 and up,6.1M,,
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15M,1000000,Free,0,Teen,Comics,19-07-2018,4.7.3,4.2 and up,15M,,
Marvel Unlimited,COMICS,3.7,22551,11M,1000000,Free,0,Teen,Comics,24-07-2018,3.16.0,4.4 and up,11M,,
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29M,1000000,Free,0,Teen,Comics,31-07-2018,4.1.0,4.4 and up,29M,,
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3M,100000,Free,0,Everyone,Comics,18-12-2017,1.6,4.0 and up,3.3M,,
?Ranobbe complete free? Novelba - Free app that you can read and write novels,COMICS,0,1330,22M,50000,Free,0,Everyone,Comics,03-07-2018,6.1.1,4.2 and up,22M,,
Faustop Sounds,COMICS,4.7,1677,40M,100000,Free,0,Everyone,Comics,26-05-2018,1.7.7,4.1 and up,40M,,
Manga Mania - Best online manga reader,COMICS,4.4,757,10M,10000,Free,0,Teen,Comics,24-05-2018,1,4.1 and up,10M,,
#NAME?,COMICS,3.5,115,9.1M,10000,Free,0,Mature 17+,Comics,13-07-2018,5.0.12,5.0 and up,9.1M,,
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7M,5000,Free,0,Teen,Comics,24-07-2018,1.0.4,4.0.3 and up,4.7M,,
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38M,500000,Free,0,Everyone 10+,Comics,31-07-2018,4.3.0,4.1 and up,38M,,
Funny Jokes and Stories 2018,COMICS,4.2,21,6.7M,5000,Free,0,Everyone,Comics,31-03-2018,1.3,4.0 and up,6.7M,,
Hojiboy Tojiboyev Life Hacks,COMICS,5,15,37M,1000,Free,0,Everyone,Comics,26-06-2018,2,4.0.3 and up,37M,,
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8M,10000,Free,0,Teen,Comics,16-06-2018,1.01,4.0.3 and up,7.8M,,
think Comics,COMICS,4.4,1006,19M,50000,Free,0,Everyone,Comics,03-08-2018,2.3.3,4.0.3 and up,19M,,
Memes Button,COMICS,4.4,5968,5.7M,1000000,Free,0,Everyone,Comics,28-05-2018,1.4,4.0 and up,5.7M,,
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35M,100000,Free,0,Everyone,Comics,02-08-2018,2.4.25,4.4 and up,35M,,
Messenger for SMS,COMMUNICATION,4.3,125257,17M,10000000,Free,0,Teen,Communication,06-06-2018,1.8.9,4.1 and up,17M,,
My Tele2,COMMUNICATION,4.3,158679,8.8M,5000000,Free,0,Everyone,Communication,03-08-2018,2.4.1,4.4 and up,8.8M,,
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16M,100000000,Free,0,Everyone,Communication,18-07-2018,5.29.3,4.4 and up,16M,,
Call Free – Free Call,COMMUNICATION,4.3,30209,15M,5000000,Free,0,Everyone,Communication,28-07-2018,1.3.4,4.1 and up,15M,,
Web Browser & Explorer,COMMUNICATION,4,36901,6.6M,5000000,Free,0,Everyone,Communication,04-07-2018,11.8.6,4.0.3 - 7.1.1,6.6M,,
Browser 4G,COMMUNICATION,4.3,192948,6.6M,10000000,Free,0,Everyone,Communication,19-06-2018,24.6.6,4.0.3 - 7.1.1,6.6M,,
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1M,10000000,Free,0,Everyone,Communication,02-07-2018,3.2.0.100171,4.1 and up,5.1M,,
TracFone My Account,COMMUNICATION,3.6,20769,18M,1000000,Free,0,Everyone,Communication,11-07-2018,R6.0.3,4.1 and up,18M,,
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0M,1000000,Free,0,Everyone,Communication,06-07-2018,5.2,5.0 and up,4.0M,,
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37M,10000000,Free,0,Mature 17+,Communication,02-08-2018,6.7.9.1,4.0.3 and up,37M,,
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22M,5000000,Free,0,Everyone,Communication,31-07-2018,1.60.0.31354-release,4.0.3 and up,22M,,
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3M,100000000,Free,0,Teen,Communication,18-07-2018,11.4.0,4.0 and up,3.3M,,
WhatsApp Business,COMMUNICATION,4.4,136662,32M,10000000,Free,0,Everyone,Communication,30-07-2018,2.18.116,4.0.3 and up,32M,,
My magenta,COMMUNICATION,3.9,42370,37M,1000000,Free,0,Everyone,Communication,25-06-2018,7.5.1,5.0 and up,37M,,
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17M,100000,Free,0,Everyone,Communication,16-07-2018,2.1,4.1 and up,17M,,
Omlet Chat,COMMUNICATION,3.9,40751,35M,10000000,Free,0,Teen,Communication,04-11-2016,2.2.7600,4.0.3 and up,35M,,
My Vodacom SA,COMMUNICATION,3.7,25021,61M,5000000,Free,0,Everyone,Communication,26-06-2018,9.9.0,4.3 and up,61M,,
Microsoft Edge,COMMUNICATION,4.3,27187,66M,5000000,Free,0,Everyone,Communication,28-07-2018,42.0.0.2059,4.4 and up,66M,,
Hangouts Dialer - Call Phones,COMMUNICATION,4,122498,79k,10000000,Free,0,Everyone,Communication,02-09-2015,0.1.100944346,4.0.3 and up,79k,,
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25M,10000000,Free,0,Everyone,Communication,18-07-2018,6.1,4.2 and up,25M,,
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24M,100000000,Free,0,Everyone,Communication,01-08-2018,7.73,4.0 and up,24M,,
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17M,1000000,Free,0,Everyone,Communication,02-08-2018,4.98,2.3 and up,17M,,
chomp SMS,COMMUNICATION,4.3,335646,8.3M,10000000,Free,0,Everyone,Communication,26-07-2018,7.21,2.3 and up,8.3M,,
Text SMS,COMMUNICATION,4.5,349384,8.2M,10000000,Free,0,Everyone,Communication,24-07-2018,3.47,4.0.3 and up,8.2M,,
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4M,1000000,Free,0,Everyone,Communication,30-07-2018,6.5.1,4.0.3 and up,8.4M,,
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4.0M,1000000,Free,0,Everyone,Communication,06-07-2018,5.2,5.0 and up,4.0M,,
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32M,1000000,Free,0,Everyone,Communication,03-08-2018,5.65.0,4.0 and up,32M,,
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1M,50000000,Free,0,Everyone,Communication,31-07-2018,5.22.18.0006,4.0 and up,6.1M,,
Ninesky Browser,COMMUNICATION,4.2,42925,2.8M,1000000,Free,0,Everyone,Communication,27-08-2017,6.1,2.3 and up,2.8M,,
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3M,100000000,Free,0,Teen,Communication,18-07-2018,11.4.0,4.0 and up,3.3M,,
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40M,500000000,Free,0,Teen,Communication,02-08-2018,12.8.5.1121,4.0 and up,40M,,
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2M,1000000,Free,0,Everyone,Communication,20-03-2018,1.4.1.0,4.0.3 and up,2.2M,,
Web Browser for Android,COMMUNICATION,4.1,55098,4.3M,1000000,Free,0,Everyone,Communication,20-06-2018,2.2,4.0 and up,4.3M,,
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7M,10000000,Free,0,Everyone,Communication,01-04-2016,6.4.0.4,4.0 and up,4.7M,,
Lightning Web Browser,COMMUNICATION,4.1,12578,2.3M,500000,Free,0,Everyone,Communication,10-07-2017,4.5.1,4.0 and up,2.3M,,
Web Browser,COMMUNICATION,4.2,10965,2.3M,500000,Free,0,Everyone,Communication,02-02-2015,2,3.0 and up,2.3M,,
Contacts+,COMMUNICATION,4.2,190613,11M,10000000,Free,0,Everyone,Communication,31-07-2018,5.85.1,4.0.3 and up,11M,,
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7M,10000000,Free,0,Everyone,Communication,05-03-2017,196,2.1 and up,2.7M,,
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13M,1000000,Free,0,Everyone,Communication,18-04-2018,3.0.7,4.0 and up,13M,,
Safest Call Blocker,COMMUNICATION,4.4,27540,3.7M,1000000,Free,0,Everyone,Communication,05-01-2018,1.26.001,4.0 and up,3.7M,,
Full Screen Caller ID,COMMUNICATION,4.2,104990,10M,5000000,Free,0,Everyone,Communication,15-05-2018,3.5.0,4.0.3 and up,10M,,
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13M,10000000,Free,0,Mature 17+,Communication,25-07-2018,8.1.2-6310,5.0 and up,13M,,
Call Blocker,COMMUNICATION,4.1,17529,10M,1000000,Free,0,Everyone,Communication,26-07-2018,5.86,4.0.3 and up,10M,,
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13M,10000000,Free,0,Mature 17+,Communication,13-07-2018,5.1.2-6310,5.0 and up,13M,,
Should I Answer?,COMMUNICATION,4.8,237468,8.8M,1000000,Free,0,Everyone,Communication,26-07-2018,2018.1.715,4.0 and up,8.8M,,
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5M,1000000,Free,0,Everyone,Communication,04-12-2017,3.9.7,2.1 and up,5.5M,,
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20M,10000000,Free,0,Everyone,Communication,29-07-2018,1.29,4.1 and up,20M,,
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29M,10000000,Free,0,Everyone,Communication,01-08-2018,6.19.1,4.1 and up,29M,,
Call Control - Call Blocker,COMMUNICATION,4.4,93825,11M,5000000,Free,0,Everyone,Communication,05-07-2018,2.17.3,4.1 and up,11M,,
Video Caller Id,COMMUNICATION,4.2,15287,17M,1000000,Free,0,Everyone,Communication,24-01-2018,2.2.245,4.0.3 and up,17M,,
Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17M,5000000,Free,0,Everyone,Communication,26-07-2018,4.5.4,4.1 and up,17M,,
Caller ID +,COMMUNICATION,4,9498,118k,1000000,Free,0,Everyone,Communication,07-06-2016,5.28.0,2.3 and up,118k,,
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16M,100000000,Free,0,Everyone,Communication,18-07-2018,5.29.3,4.4 and up,16M,,
K-9 Mail,COMMUNICATION,4.2,88427,5.1M,5000000,Free,0,Everyone,Communication,06-01-2018,5.4,4.0.3 and up,5.1M,,
Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44M,1000000,Free,0,Everyone,Communication,01-08-2018,1.9.4.74,4.1 and up,44M,,
All Email Providers,COMMUNICATION,4.1,20901,7.3M,1000000,Free,0,Everyone,Communication,03-04-2018,5.0.9,4.1 and up,7.3M,,
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4,122595,30M,1000000,Free,0,Everyone,Communication,19-07-2018,9.8.376,5.0 and up,30M,,
GO Notifier,COMMUNICATION,4.2,124346,695k,10000000,Free,0,Everyone,Communication,06-07-2014,2.8,2.0 and up,695k,,
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6M,10000,Free,0,Everyone,Communication,11-04-2017,2.3,2.2 and up,1.6M,,
Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19M,5000000,Free,0,Everyone,Communication,21-06-2018,3.2.0,4.0 and up,19M,,
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23M,1000000,Free,0,Everyone,Communication,28-09-2016,2.9.8,2.3.3 and up,23M,,
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26M,5000000,Free,0,Everyone,Communication,04-08-2018,7.2.29,4.0.3 and up,26M,,
Calculator,DATING,2.6,57,6.2M,1000,Paid,7,Everyone,Dating,25-10-2017,1.1.6,4.0 and up,6.2M,,
Truth or Dare Pro,DATING,0,0,20M,50,Paid,1.5,Teen,Dating,01-09-2017,1,4.0 and up,20M,,
"Private Dating, Hide App- Blue for PrivacyHider",DATING,0,0,18k,100,Paid,3,Everyone,Dating,25-07-2017,1.0.1,4.0 and up,18k,,
Ad Blocker for SayHi,DATING,0,4,1.2M,100,Paid,4,Teen,Dating,02-08-2018,1.2,4.0.3 and up,1.2M,,
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17M,100,Paid,8,Mature 17+,Dating,21-01-2017,1.0.1,4.0 and up,17M,,
eharmony - Online Dating App,DATING,3.1,31320,53M,5000000,Free,0,Mature 17+,Dating,30-07-2018,6.6.5,4.1 and up,53M,,
Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1M,5000000,Free,0,Mature 17+,Dating,04-08-2018,1.64,4.0 and up,3.1M,,
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44M,1000000,Free,0,Mature 17+,Dating,03-08-2018,4.4B,4.1 and up,44M,,
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27M,10000,Free,0,Mature 17+,Dating,03-08-2018,1.308.us,4.1 and up,27M,,
stranger chat - anonymous chat,DATING,3.5,13202,6.1M,1000000,Free,0,Mature 17+,Dating,07-07-2018,2.4.1,4.1 and up,6.1M,,
BLK - Swipe. Match. Chat.,DATING,4.1,2067,24M,100000,Free,0,Mature 17+,Dating,25-07-2018,1.6.1,4.4 and up,24M,,
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31M,500000,Free,0,Mature 17+,Dating,03-07-2018,4.5.5,4.1 and up,31M,,
Stranger Chat & Date,DATING,3.6,3414,6.2M,500000,Free,0,Mature 17+,Dating,06-06-2018,1.2.1,4.1 and up,6.2M,,
RandoChat - Chat roulette,DATING,3.6,11806,12M,1000000,Free,0,Mature 17+,Dating,26-06-2018,4.0.18,4.0.3 and up,12M,,
BeWild Free Dating & Chat App,DATING,3.4,1999,8.0M,100000,Free,0,Mature 17+,Dating,03-02-2017,1.6.5,4.2 and up,8.0M,,
"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5.9M,1000000,Free,0,Mature 17+,Dating,27-07-2018,1.31.4,4.0.3 and up,5.9M,,
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,7.9M,1000000,Free,0,Mature 17+,Dating,10-07-2018,1.23,4.0.3 and up,7.9M,,
OurTime Dating for Singles 50+,DATING,3.4,2519,5.0M,100000,Free,0,Mature 17+,Dating,25-07-2018,1.9.7,4.4 and up,5.0M,,
FarmersOnly Dating,DATING,3,1146,1.4M,100000,Free,0,Mature 17+,Dating,25-02-2016,2.2,4.0 and up,1.4M,,
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,13M,500000,Free,0,Mature 17+,Dating,31-07-2018,4.17.2,4.1 and up,13M,,
Christian Dating For Free App,DATING,3.9,8722,13M,500000,Free,0,Mature 17+,Dating,20-06-2018,15.8,4.1 and up,13M,,
Single Parent Meet #1 Dating,DATING,3.5,2593,5.0M,500000,Free,0,Mature 17+,Dating,25-07-2018,1.9.7,4.4 and up,5.0M,,
Millionaire Match: Rich Singles Dating App,DATING,3.9,852,27M,100000,Free,0,Mature 17+,Dating,30-07-2018,6.4.6,4.1 and up,27M,,
InterracialCupid - Interracial Dating App,DATING,3.4,212,3.0M,50000,Free,0,Mature 17+,Dating,13-06-2018,2.3.0.1781,5.0 and up,3.0M,,
Sugar Mommas Dating And Single Search,DATING,3.5,1972,13M,1000000,Free,0,Mature 17+,Dating,12-05-2018,4.3,4.1 and up,13M,,
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,7.2M,1000000,Free,0,Everyone,Dating,21-05-2018,2.9.6,4.0 and up,7.2M,,
Sugar Daddy Dating App,DATING,2.5,277,5.7M,100000,Free,0,Mature 17+,Dating,04-12-2017,3.0.0,4.1 and up,5.7M,,
"Meet4U - Chat, Love, Singles!",DATING,4.2,40035,6.5M,1000000,Free,0,Mature 17+,Dating,27-07-2018,1.31.3,4.0.3 and up,6.5M,,
SnpCupid Dating,DATING,3.5,1093,5.8M,100000,Free,0,Mature 17+,Dating,28-01-2017,1.6.6,4.2 and up,5.8M,,
Adult Dating - AdultFinder,DATING,3.3,1601,3.8M,500000,Free,0,Mature 17+,Dating,01-02-2017,1.5,4.1 and up,3.8M,,
"Meet24 - Love, Chat, Singles",DATING,4.2,57081,7.9M,1000000,Free,0,Mature 17+,Dating,27-07-2018,1.31.3,4.0.3 and up,7.9M,,
BBWCupid - BBW Dating App,DATING,3.5,241,2.8M,50000,Free,0,Mature 17+,Dating,01-06-2018,2.2.0.1748,5.0 and up,2.8M,,
ChatVideo Meet new people,DATING,4.2,63986,20M,5000000,Free,0,Mature 17+,Dating,31-05-2018,3.0.15,4.0 and up,20M,,
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,15M,500000,Free,0,Mature 17+,Dating,29-04-2018,2.4.0,4.1 and up,15M,,
Black White Interracial Dating - Interracial Match,DATING,4.1,535,28M,100000,Free,0,Mature 17+,Dating,29-03-2018,2.0.0,4.1 and up,28M,,
"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084,9.6M,100000,Free,0,Mature 17+,Dating,03-08-2018,1.55,4.1 and up,9.6M,,
FlirtChat - ?Free Dating/Flirting App?,DATING,4.3,2430,13M,500000,Free,0,Mature 17+,Dating,26-07-2018,12.0.4,4.1 and up,13M,,
The League,DATING,3,837,9.4M,100000,Free,0,Mature 17+,Dating,16-07-2018,1.15.0,4.4 and up,9.4M,,
"Herpes Dating: 1,000K+ Singles",DATING,4,738,27M,10000,Free,0,Mature 17+,Dating,01-08-2018,6.4.1,4.1 and up,27M,,
Heart mill,DATING,3.3,4631,45M,100000,Free,0,Mature 17+,Dating,04-08-2018,5.2.14,5.0 and up,45M,,
95Live -SG#1 Live Streaming App,DATING,4.1,4953,15M,1000000,Free,0,Teen,Dating,01-08-2018,8.7.2,4.2 and up,15M,,
Mutual - LDS Dating,DATING,3.7,1439,38M,50000,Free,0,Mature 17+,Dating,30-07-2018,1.1.46,4.2 and up,38M,,
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1645,31M,500000,Free,0,Mature 17+,Dating,03-07-2018,4.5.5,4.1 and up,31M,,
stranger chat - anonymous chat,DATING,3.5,13204,6.1M,1000000,Free,0,Mature 17+,Dating,07-07-2018,2.4.1,4.1 and up,6.1M,,
Millionaire Match: Rich Singles Dating App,DATING,3.9,853,27M,100000,Free,0,Mature 17+,Dating,30-07-2018,6.4.6,4.1 and up,27M,,
2RedBeans,DATING,4,337,32M,10000,Free,0,Mature 17+,Dating,31-07-2018,2.8.0,4.3 and up,32M,,
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,13M,500000,Free,0,Mature 17+,Dating,31-07-2018,4.17.2,4.1 and up,13M,,
"SweetRing - Meet, Match, Date",DATING,4,51698,63M,1000000,Free,0,Mature 17+,Dating,26-07-2018,3.0.0,4.0.3 and up,63M,,
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,44M,100000,Free,0,Mature 17+,Dating,02-08-2018,3.4.1.1,4.1 and up,44M,,
SilverSingles: The 50+ Dating App,DATING,3.3,149,16M,10000,Free,0,Mature 17+,Dating,31-07-2018,4.8.5,4.0.3 and up,16M,,
Herpes Positive Singles Dating,DATING,4.4,198,28M,10000,Free,0,Mature 17+,Dating,18-05-2018,5.5.7,4.1 and up,28M,,
"FastMeet: Chat, Dating, Love",DATING,4.2,22545,5.9M,1000000,Free,0,Mature 17+,Dating,27-07-2018,1.31.4,4.0.3 and up,5.9M,,
Christian Dating For Free App,DATING,3.9,8723,13M,500000,Free,0,Mature 17+,Dating,20-06-2018,15.8,4.1 and up,13M,,
Glam - Premium Dating App,DATING,4.3,23170,9.0M,500000,Free,0,Mature 17+,Dating,25-07-2018,1.5.4.0,4.1 and up,9.0M,,
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,3.4,13890,20M,500000,Free,0,Mature 17+,Dating,19-06-2018,4.9.2 (Oasis),4.2 and up,20M,,
"Meet24 - Love, Chat, Singles",DATING,4.2,57083,7.9M,1000000,Free,0,Mature 17+,Dating,27-07-2018,1.31.3,4.0.3 and up,7.9M,,
Black White Interracial Dating - Interracial Match,DATING,4.1,537,28M,100000,Free,0,Mature 17+,Dating,29-03-2018,2.0.0,4.1 and up,28M,,
JustDating,DATING,4,13440,49M,500000,Free,0,Mature 17+,Dating,03-08-2018,3.10.5,4.0.3 and up,49M,,
Interracial Match Dating App,DATING,3.6,143,27M,10000,Free,0,Mature 17+,Dating,23-07-2018,2.2.7,4.1 and up,27M,,
Russian Dating & Chat for Russian speaking RusDate,DATING,4.2,1059,18M,100000,Free,0,Mature 17+,Dating,26-07-2018,1.17,4.2 and up,18M,,
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894,14M,100000,Free,0,Mature 17+,Dating,17-07-2018,3.1.3,4.1 and up,14M,,
Sweet mi - unlimited hunnam hunting blind date,DATING,4,6191,27M,500000,Free,0,Mature 17+,Dating,12-07-2018,0.0.73,4.1 and up,27M,,
Mingle - Online Dating App to Chat & Meet People,DATING,4.1,15081,38M,1000000,Free,0,Mature 17+,Dating,26-07-2018,4.7.6,4.1 and up,38M,,
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35205,7.2M,1000000,Free,0,Everyone,Dating,21-05-2018,2.9.6,4.0 and up,7.2M,,
Hitwe - meet people and chat,DATING,4.2,243950,21M,10000000,Free,0,Mature 17+,Dating,10-05-2018,4.3.2,4.1 and up,21M,,
